nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,timestamp,label
0.4081854224205017,0.5682931542396545,-2.2507121562957764,0.999494731426239,0.7948430776596069,0.9569783806800842,-0.8911102414131165,0.9891746640205384,0.0925919190049171,0.9346672296524048,-0.8594573140144348,0.993771493434906,0.9511638879776,1.489976406097412,-0.801855742931366,0.0689588412642479,-0.0856254994869232,1.541439652442932,-0.5462685823440552,0.1858470290899276,0.887675940990448,1.937039494514465,-1.4157636165618896,0.0154148656874895,-0.0200022812932729,1.976950764656067,-1.1788911819458008,0.0314084738492965,0.6586357355117798,2.074212074279785,-0.1246185153722763,0.0002322914515389,0.1897198110818863,2.07427978515625,0.1329919099807739,0.0001980705274036,0.6732478737831116,3.897424936294556,0.8679312467575073,6.180442142067477e-05,0.2782942950725555,3.883632183074951,0.7455270290374756,1.1452825674496124e-05,1763122271.5713568,1
0.393010675907135,0.8409758806228638,-2.8098065853118896,0.9967525005340576,0.7366282939910889,0.8970618844032288,-1.9701814651489256,0.9918400049209596,0.0999442115426063,0.8834238648414612,-1.46026349067688,0.99355810880661,0.9156923294067384,1.3661285638809204,-1.6348981857299805,0.2584311664104461,0.00869882106781,1.5215600728988647,-0.990908145904541,0.188589945435524,0.7300252914428711,1.3747256994247437,-1.367424249649048,0.2887955009937286,0.1678526550531387,1.3924803733825684,-0.8213369250297546,0.2878458499908447,0.6731104254722595,2.0873560905456543,-0.1939998567104339,0.0040353252552449,0.2260774821043014,2.0744783878326416,0.197678193449974,0.0038202658761292,0.6602068543434143,3.7786264419555664,1.7590051889419556,0.0001919794158311,0.2829413414001465,3.788914203643799,2.374089002609253,7.214555807877332e-05,1763197499.7040164,1
0.4080600142478943,0.5012747645378113,-1.238194465637207,0.9999201893806458,0.7278616428375244,0.9230238199234008,-0.5660442113876343,0.9975961446762084,0.1077139601111412,0.9266818165779114,-0.4961995184421539,0.9967104196548462,0.8567493557929993,1.4455623626708984,-0.5640406608581543,0.0886718928813934,-0.0227065626531839,1.4847490787506104,-0.5437948107719421,0.0850142836570739,0.790321946144104,1.794148087501526,-0.832663357257843,0.0288984812796115,0.0195603016763925,1.8515244722366333,-1.258334994316101,0.0287857875227928,0.6255546808242798,1.8465222120285036,-0.0605987794697284,0.0005361136863939,0.2247130572795868,1.8562073707580569,0.06882344186306,0.0004691966751124,0.6222563982009888,3.287520170211792,1.2530957460403442,1.9275523754913597e-06,0.2698359787464142,3.27319884300232,1.020083785057068,2.1954078022190518e-07,1763122310.4570904,1
0.4369660913944244,0.5922510623931885,-1.51354718208313,0.9996007084846495,0.7081336975097656,0.920847713947296,-0.5269277095794678,0.992406129837036,0.1735663712024688,0.93209308385849,-0.5912307500839233,0.9929571747779846,0.8110468983650208,1.3493210077285769,-0.5540886521339417,0.0739652514457702,0.0404414050281047,1.3752001523971558,-0.5914366841316223,0.149174228310585,0.7812260389328003,1.7004750967025757,-1.1544914245605469,0.0246846657246351,0.0655646473169326,1.702991604804993,-1.30670428276062,0.0360748805105686,0.6053116917610168,1.7875428199768066,-0.0702885389328002,0.0003648919810075,0.2600933909416199,1.7914365530014038,0.0763700455427169,0.0003015283728018,0.6123985052108765,3.1388425827026367,0.8337454795837402,5.928417886025272e-05,0.3116185963153839,3.1315128803253174,0.7037782669067383,9.486115231993608e-06,1763197528.8332753,0
0.4057682156562805,0.8650373220443726,-2.4641876220703125,0.9979870319366456,0.7637045979499817,0.9164406657218932,-1.6034214496612549,0.9952524304389954,0.1044817715883255,0.895369291305542,-1.3164843320846558,0.9974209070205688,0.8994826078414917,1.458086013793945,-1.217477560043335,0.2106537818908691,-0.0225252099335193,1.5558373928070068,-0.8505647778511047,0.2183782309293747,0.8101258277893066,1.7620551586151123,-1.193552017211914,0.145797774195671,0.0647496730089187,1.8193833827972408,-1.073944330215454,0.2268749326467514,0.668470025062561,2.032967329025269,-0.1410226076841354,0.002342778025195,0.2065180987119674,2.059548139572144,0.1453598141670227,0.0025532806757837,0.6482729315757751,3.744059801101685,1.7209348678588867,8.504367724526674e-05,0.25469571352005,3.759869575500488,2.4029736518859863,2.5987928893300705e-05,1763197498.497356,1
0.4338563084602356,0.7660449743270874,-2.541529655456543,0.9988330006599426,0.7369489669799805,0.9951488971710204,-1.223660230636597,0.9782424569129944,0.1443146914243698,0.9942494034767152,-1.0242226123809814,0.9759618639945984,0.8708187341690063,1.464513897895813,-1.2425966262817385,0.1429494768381118,0.0556186065077781,1.499205231666565,-0.6849358677864075,0.0474722683429718,0.8124423027038574,1.7621922492980957,-1.9001808166503904,0.027623251080513,0.0944014266133308,1.7476589679718018,-1.269967555999756,0.0104719866067171,0.6256861686706543,1.97822368144989,-0.111168585717678,0.0021413923241198,0.2484838664531707,1.966136455535889,0.1173960343003273,0.0016494618030264,0.614526629447937,3.420748472213745,0.5268853902816772,0.0003316860238555,0.2814496159553528,3.40046763420105,0.3111616969108581,0.0003044810728169,1763197561.5417342,1
0.3937501013278961,0.7726818323135376,-2.362938404083252,0.998896300792694,0.8338742256164551,0.9311113357543944,-1.567530632019043,0.9974274039268494,0.0934856683015823,0.8998247385025024,-1.2473351955413818,0.9964970350265504,0.9983900785446168,1.42924702167511,-0.9867639541625975,0.4197317361831665,0.0188882742077112,1.5079180002212524,-0.5124155879020691,0.1494432091712951,0.9109030961990356,1.9306541681289675,-0.6326300501823425,0.0520654059946537,0.0370480343699455,1.8598952293396,-0.5966191291809082,0.0483559817075729,0.6923492550849915,1.867968797683716,-0.1773323118686676,0.0013919984921813,0.217944785952568,1.8647195100784304,0.1827417910099029,0.0010242586722597,0.6736366748809814,3.598637819290161,1.1401957273483276,2.212042090832256e-05,0.2592182159423828,3.567194938659668,1.2598700523376465,8.580379471823107e-06,1763122259.6428015,1
0.4291146695613861,0.4761229455471039,-1.7966238260269165,0.9997804164886476,0.7644694447517395,0.8851084113121033,-0.6647173762321472,0.997599482536316,0.087273895740509,0.9150419235229492,-0.66082763671875,0.997673511505127,0.8991694450378418,1.4335780143737793,-0.7942396402359009,0.0921308621764183,-0.1396425664424896,1.4609824419021606,-0.8745154142379761,0.2354497760534286,0.8787957429885864,1.8698928356170652,-1.5389735698699951,0.0259361043572425,-0.080560103058815,1.871778964996338,-1.9492604732513428,0.0412664115428924,0.641657292842865,1.9998267889022827,-0.1040883213281631,0.0011071347398683,0.2045870125293731,2.0069386959075928,0.1115749329328537,0.0008886358700692,0.6777275800704956,3.720184803009033,1.6107746362686155,8.137299300869927e-05,0.28520068526268,3.7212955951690674,2.079883098602295,7.542236289737048e-06,1763197455.788106,0
0.4747531414031982,0.5977662205696106,-1.63106369972229,0.9993375539779664,0.7380542755126953,0.9346234798431396,-0.5857690572738647,0.9874045252799988,0.1921987384557724,0.9280356764793396,-0.6378456354141235,0.9922904372215272,0.8223035931587219,1.3557970523834229,-0.5442905426025391,0.0636691451072692,0.062727652490139,1.3909460306167605,-0.5354845523834229,0.1742651462554931,0.7914867401123047,1.6847882270812988,-1.1121442317962646,0.0170830748975276,0.10510965436697,1.7154593467712402,-1.1609711647033691,0.0341601744294166,0.6271969079971313,1.8046973943710327,-0.0648059993982315,0.0004426194354891,0.2820548713207245,1.8083767890930176,0.0705778002738952,0.0003846801118925,0.6358899474143982,3.2074105739593506,0.7712150812149048,0.0001541205710964,0.3380370438098907,3.1921722888946533,0.8356581926345825,2.855192178685684e-05,1763197472.6995049,0
0.4830144941806793,0.4113382399082184,-1.6388025283813477,0.9998621344566344,0.7912145853042603,0.9025948643684388,-0.5432692766189575,0.997395157814026,0.1492320001125335,0.8920559287071228,-0.662141740322113,0.9971297383308412,0.943578839302063,1.4443511962890625,-0.7307326793670654,0.101218894124031,-0.0363244265317916,1.4591963291168213,-0.7275404334068298,0.1708372086286544,0.9297326803207396,1.8702507019042969,-1.5704668760299685,0.0271854363381862,0.0233763922005891,1.861455321311951,-1.5943312644958496,0.0370803140103817,0.6757251024246216,1.9614983797073364,-0.0530653111636638,0.0007340406882576,0.2529551386833191,1.9672530889511108,0.0602885894477367,0.0006091860705055,0.6699196696281433,3.609837055206299,1.323261260986328,4.611728218151256e-05,0.2925756573677063,3.6107020378112793,1.1034091711044312,5.956330369372154e-06,1763122294.1860206,0
